abbr	len	ambiguous	raw	marked	in_other_tags	bare_narrative	ctx1	ctx2	ctx3
N. appell.	10		1	0	0	1	   Nach   N. pr. eines  , aber wohl auch hier nur N. appell., welches mit   oder   zu verbinden ist. Das     (		
Nachk.	6		1	0	0	1	>— 2)   diess. <LEND>     ¦ ( )   N. pr. eines  , Nachk. des               N. eines     Davon             		
Nachtr.	7		1	0	0	1	 :     <div n="1">— 9)  :     und         im 2ten Nachtr.   oder schlechtweg                 <div n="v">— V		
Nebenf.	7		1	0	0	1	            <div n="v">— Vgl.   . <LEND>    1.  ¦ Nebenf. des vorigen W., öfters bei Commentt. z. B.   zu  		
Nomina ag.	10		1	0	0	1	er   oder  ; dieselbe doppelte Betonung haben die Nomina ag. auf   mit dem Accent auf der ersten Silbe,   Vgl.		
Obj.	4		1	0	0	1	LEND>     ¦ (von   mit  )    , compon. mit seinem Obj.:     Schlechte Lesart für   . <LEND>     ¦ (wie e		
Ort.	4		1	0	0	1	l.  .  oder   N. einer Oertlichkeit an der  . der Ort. von wo dieser Fluss den     um ihn dem Zorn   zu 		
Ortsadvv.	9		1	0	0	1	="1">— 2)  :         <div n="p">—   mit loc. oder Ortsadvv. <div n="1"> 1)  :                   <div n="1">— 		
Padap.	6		4	0	3	1	"1"> 1)                 <div n="1">— 2)  :       (Padap.:  )         <div n="v">— Vgl. 4.  , 2.   und  . <		
Par. Mpt	8		1	0	0	1	"1"> 1)   (von Brahmanen):   nach   eingeschoben (Par. Mpt).   ( :     (=       (=  )                       		
Parenth.	8		1	0	0	1	                     ( )                   (  als Parenth. eingeschoben)   mit dem dat. der Person:     mit 		
Phil.	5		1	0	0	1	 :       =           =     <div n="1">— 4) in der Phil.                     in                           		
Pron.	5		1	0	0	1	div n="v">— Vgl.   . <LEND>    1.  ¦ enklitisches Pron.       pl.     zu                                 		
Pronomm.	8		1	0	0	1	so v. a.  :     Das Rel. in Verbindung mit andern Pronomm.:                            ,                    		
Pros.	5		1	0	0	1	 : =  , aber genauer:  )   <div n="2">— c) in der Pros.             u.s.w. compar.     <div n="2">— d)   		
Rechtsspr.	10		1	0	0	1	div n="2">— e)             <div n="2">— f) in der Rechtsspr.  :             <div n="2">— g)     <div n="2">— h		
Reduplicat.	11		1	0	0	1	    (vgl.     ( )    ,   Im   auch   st.   in der Reduplicat. Silbe       <div n="p">—           <div n="p">—  		
Rell.	5		1	0	0	1	das erwartete relat.:               Zwei und mehr Rell. in demselben Satze:                              		
Schreib.	8		1	0	0	1	 (wie eben)   dass.:     <LEND>     ¦ nachlässige Schreib. für   bei   zu     <LEND>     ¦ ( )    ; von Pfla		
Subj.	5		1	0	0	1	—     (aus dem Meere)             (impers.   log. Subj. =  )   (der abl. im Sinne des loc.; vgl.  )      		
Subst.	6		1	0	0	1	 . 11.           Am Anfange eines Comp. vor einem Subst.    ,  . 4 (eig. 5). 24,  . 5. Vor Adjectiven im C		
Superl.	7		1	0	0	1	er bes. Art von  :     im   <div n="v">— Vgl.   . Superl. zum compar.   und desselben Ursprungs wie   u.s.w		
Trigl.	6		1	0	0	1	                   <LEND>     ¦   Bez.     Buddh. Trigl.     in   <LEND>     ¦       <LEND>     ¦       <L		
Ueberschr.	10		1	0	0	1	eines Commentars zum         (  fälschlich in der Ueberschr.). <LEND>     ¦   von       zu   <LEND>    1.  ¦ (		
Unterrschrr.	12		1	0	0	1	                    , Schol.         und   in den Unterrschrr.       Comm. zu   am Ende eines   comp.:     <LEND		
Untersch.	9		1	0	0	1	END>     ¦ <div n="1"> 1)                   (  im Untersch. von  )             (vgl.  ).   (nom. abstr. von  		
V. l.	5		2	0	1	1	END>     ¦ (von  )       zu   <LEND>     ¦,       V. l. :   . <LEND>     ¦ s.   . <LEND>     ¦   N. pr. e		
Verb. fin.	10		1	0	0	1	4-0003]   so v. a.     In dem Beispeile   ist das Verb. fin. nicht orthotonirt, ebend.   mit einem potent.   V		
Verbindd.	9		1	0	0	1	 . Diese Bed. mag sich durch Missverständniss von Verbindd. wie   (im    )   entwickelt haben; vgl. übrigens 		
Verff.	6		1	0	0	1	ildert   Erwähnung seiner Mutter       Mütter als Verff. zu     Die häufigsten Beinamen sind   . Seine Ueb		
Vern.	5		1	0	0	1	,  . 1. <LEND>     ¦ (von  ) <div n="1"> 1)   (in Vern. mit  ) und   (mit Ergänzung von  )   überh.      		
Volksn.	7		1	0	0	1	)   (Gegens.    :     (=         Häufig mit einem Volksn. compon.:     u. s. w. Vgl.   . <div n="2">— d)   		
Vollst.	7		2	0	1	1	—   ( ).   <div n="1">— 2)     <div n="2"> a)     Vollst.     <div n="2">— b) parox. Bez.     <div n="v">— 		
Vulg.	5		1	0	0	1	    ¦ (  oder   von 1.  )   N. einer Pflanze:     Vulg.     <LEND>     ¦ (von  )         beim   zu     <L		
Wortm.	6		1	0	0	1	und vgl. u. 1.   mit   2). Im   und   ( ) ist das Wortm. <LEND>     ¦   so v. a.   <div n="1"> 2)  ,   <LE		
Zahladvv.	9		1	0	0	1	.:                       —           In Verb. mit Zahladvv. (ob comp.?):        ,                 Vgl.   . Ue		
Zahlw.	6		1	0	0	1	                u.s.w. <div n="2">— d) nach einem Zahlw.  :       <div n="1">— 2)    ; s.   . <div n="v">—		
Zeitww.	7		1	0	0	1	)   <div n="2">— b)  :     <div n="2">— c)   (bei Zeitww. des  :       [Page1-0355]         <LEND>    3.  ¦		
aa.	3	Y	1	0	0	1	⏑ ⏑ –   <LEND>     ¦ indecl. Opferformel wie   u. aa. den Wunsch des Gelingens ausdrückend Comm. zu   z		
abgedr.	7		1	0	0	1	2">— c)       <div n="2">— d)                     abgedr. in der Bibl. ind.       Ueber die grammatischen  		
abgel.	6		1	0	0	1	on  ) <div n="1"> 1)       zu   (fälschlich von   abgel.).      ; =   u.s.w.           <div n="1">— 2)   <		
abgiebt.	8		2	0	1	1	brauch von   ist und kein richtiges Correlat zu   abgiebt.   erscheint gleichfalls die Form  , während   und		
abw.	4		1	0	0	1	)   [Page1-0367]     part. perf.    , acc.   (der abw. Acc. beruht wohl auf Missverständniss der Form)  		
acc. ag.	8		1	0	0	1	>     ¦ (von 1.       <LEND>     ¦ <div n="1"> 1) acc. ag.     <LEND>     ¦ <div n="1"> 1)    ,     als nom.		
accusat.	8		1	0	0	1	t   <div n="1">— 2) praep. <div n="2"> a) mit dem accusat. <div n="3"> α)  :                           wird 		
adverbb.	8		1	0	0	1	 gehört auch die Verbindung von   mit zahlreichen adverbb. im Sinne eines loc., z. B.   (vgl.  ),   u. s. w.		
alleg.	6		1	0	0	1	           <LEND>     ¦ ( )   <div n="1"> 1)     (alleg. Bez.  )     <div n="1">— 2) N. pr. eines     <LEN		
alphab.	7		1	0	0	1	   ,  . <LEND>     ¦ ( )       im   u.   . In der alphab. Ordnung wird st. dessen die Form   aufgeführt. <L		
anderndemonstrr.	16		1	0	0	1	m Anfange eines Verses:             Gehäuft neben anderndemonstrr.:                           so v. a.   (vgl.  )   		
aneig.	6		1	0	0	1	er Astrol.          ; vgl.     <div n="1">— 8)   (aneig.):               mit einem instr.  :      :     <d		
anl.	4		1	0	0	1	omp. selten anzutreffen; vgl. weiter u. die mit   anl. Zusammenss. <LEND>     ¦ (von  )             zu  		
anomal.	7		1	0	0	1	uches   ist auch N. eines   ( ). Die Betonung ist anomal. <LEND>     ¦,   v.l. für   im     zu   <LEND>    		
appos.	6		1	0	0	1	1) =     und subst.:   (sc.           (sc.   (als appos. von  )         <div n="1">— 2)  :                		
arch.	5		1	0	0	1	da   an Stelle von   der ersten Klasse auftritt), arch. auch  ; nur im praes. potent. imperat. und imperf		
attribut.	9		1	0	0	1	   ¦ ( )    ; von substt., welche sowohl in einem attribut. als auch in einem prädic. Verhältniss ihr ursprün		
ausgez.	7		2	0	1	1	 der drei  , welcher gewöhnlich [Page1-1060]   im ausgez. Sinne heisst, und die   überhaupt:               		
auslaut.	8		1	0	0	1	 )     ( )   im   <LEND>     ¦   Acc. eines auf   auslaut.  . gaṇa   zu     <div n="1"> 1)  , =     =   (Ver		
ausnahmsw.	10		1	0	0	1	ücksicht auf das zu ergänzende nom.:   (näml.     ausnahmsw. trifft man aber auch neutr. sg.:   ( )   ebend.  		
beg.	4		1	0	0	1	n="1">— 2) technische Bezeichnung der mit   und   beg. Formeln in     <LEND>     ¦ (von  )         <LEND		
beschr.	7		1	0	0	1	) und   (klass.)       die auf die klass. Sprache beschr. Form findet sich   <div n="1"> 1)   (pl.   (mit d		
bespr.	6		1	0	0	1	v n="1"> 1)  :         <div n="1">— 2) = dem eben bespr.     :   . <LEND>     ¦ ( ) <div n="1"> 1)   N. pr		
buddhist.	9		1	0	0	1	ein. der Sonne       <div n="1">— 4) N. pr. eines buddhist.           — Braucht in den drei ersten Bedd. nich		
causat.	7		1	0	0	1	). <LEND>     ¦ (1.  )    :     <LEND>     ¦ (vom causat. von   mit  )    :     R.     <LEND>     ¦ (von   		
causs.	6		1	0	0	1	on   und vielleicht auch aus   oder  , welche als causs. von   der Form nach sich näher an   anschliessen,		
cfr.	4		1	0	0	1	significationem recte a   tradi hic locus probat (cfr.   quod proprie esse videtur  ). Wir stellen diese		
class.	6		1	0	0	1	und            ),   und   ?(   ,  .,  ),   und   (class.  ,  ),   3. sg. ( ),   und   (  und überhaupt in 		
conjunct.	9		1	0	0	1	  <LEND>     ¦ ( )   <div n="1"> 1)   (z. B. eine conjunct. und ein adv. gegenüber einem verb. fin., das Regi		
coord.	6		1	0	0	1	lbst heisst   schlechtweg:     im comp. mit einem coord. Begriff  ; der Acut auf der Endsilbe des ersten W		
correlat.	9		1	0	0	1	    ; vgl. u. 3. <div n="1">— 3) von der Zeit:   (correlat. von             u. s. w.  :      :              :		
dag.	4		1	0	0	1	                ; absolut.      .                (dag. falsch        ). pass.   und   und   und   und   		
danom. abstr.	13		1	0	0	1	>     ¦     (s. u. 3.   mit   in den Nachträgen); danom. abstr.   n.     <LEND>     ¦       <LEND>     ¦    :   (		
datt.	5		1	0	0	1	Form zu [Page1-0827] einem Thema   besteht, wie   datt. zu   sind.     — Nahe verwandt mit   und   . <LEN		
defect.	7		1	0	0	1	<div n="v">— Vgl.   und   . <LEND>     ¦   Verbum defect.             (  ,)   (  ,)   [Page5-0157]   (hier 		
deminn.	7		1	0	0	1	 Pflanze ( )   nach   =   . <LEND>     ¦,   und   deminn. von     <LEND>     ¦ (von  )    , subst.  :     <		
demonstratt.	12		1	0	0	1	nlich dem Gebrauch von  ; besonders nach praepp., demonstratt., bei   und andern:   ( )                         		
denominn.	9		1	0	0	1	ossene Wurzel. <div n="v">— Vgl. die [Page2-0351] denominn.   und  , welche man bis jetzt auch hierher gezoge		
dergen.	7		1	0	0	1	  einer Verliebten       <div n="p">—    :       (dergen. von   abhängig)       <div n="p">—   = simpl.:   		
deriv.	6		1	0	0	1	dieser Form auch am Anfange einiger compp. und im deriv.   . Der nom. fem.   geht ebenfalls auf den Stamm 		
derivv.	7		1	0	0	1	 aufgef. Form auch am Anf. eines comp. und in den derivv.   . Der Stamm   ist zusammenges. aus  ; dem erste		
desselb.	8		1	0	0	1	 ; vgl.   . <div n="1">— 2) =       <LEND>     ¦ (desselb. Ursprungs wie  )  ,  . 2.   <div n="1"> 1)  ; auc		
dies. St.	9		1	0	0	1	, insbes.  :           ( :  ;   zu   :  .      zu dies. St. citirt:   . <div n="1">— 2)  :   ( :    -        		
diesem.	7		1	0	0	1	D>     ¦        ; nach   u.   gleichbedeutend mit diesem. <LEND>    1.  ¦ patron. von       zu   ein Gramma		
dist.	5		1	0	0	1	                        Häufig im Drama vor einem dist., welches eine vorangehende Aeusserung oder Ausdru		
distr.	6		1	0	0	1	              [Page1-0197]     <div n="3">— β) in distr. Bed. am Anfange eines adv. comp.; s.   . <div n="		
distrib.	8		1	0	0	1	., s.   . Vgl.   und   mit   . <div n="2">— h) in distrib. Bed. ( )            ,           -   wird noch ein		
ebd.	4		1	0	0	1	<div n="v">— Vgl.   . <LEND>     ¦,         dass. ebd. v.l. <div n="v">— Vgl.   . <LEND>     ¦,   und   		
edend.	6		3	0	2	1	1)   <div n="1">— 2)     im   <div n="1">— 3)     edend. <LEND>    2.  ¦ (= 1.  )     Decl.   <div n="1"> 		
einschl.	8		1	0	0	1	   würde aber der ganze Abschnitt von 127 bis 136 einschl. als   — Lieder bezeichnet.       <LEND>     ¦ <di		
einz.	5		1	0	0	1	wurde. <LEND>     ¦ (je nach der Schreibweise der einz. Bücher auch  )   <div n="1"> 1)   (nam. von Milch		
elid.	5		1	0	0	1	   (in  ) und   . Das   in   u.   angeblich nicht elid. im     <div n="1"> 1)   (loc.)                   		
ellipt.	7		1	0	0	1	 die Lieder an die  -Steine   zu; vgl.  , wo nach ellipt. Ausdrucksweise das Lied selbst   heisst.         		
encl.	5		1	0	0	1	d dessen Oberhaupts     zu   <LEND>     ¦ (2.   + encl.  )      ; praep.  , mit dem abl.:     <LEND>     		
erkl.	5		1	0	0	1	           <div n="1">— 4)  ; concr.  :   (Schol. erkl.   auf   bezogen durch  , auf   bezogen durch  )  		
euph.	5		1	0	0	1	rj.     zu   geht mit einem folgenden Vocal keine euph. Veränderung ein  , Sch.   ( ).    Die Lexicograph		
excl.	5		1	0	0	1	  im     <LEND>     ¦ praep.   (oxyt.).   zu     (excl.)         mit acc. instr. und abl.         <div n=		
explet.	7		1	0	0	1	                   — Nach   noch   und   (partic. explet.). <LEND>     ¦ <div n="1"> 1)         (insbes. be		
fehlerh.	8		1	0	0	1	ND>     ¦ s. u.   7b. <LEND>     ¦    ; wohl eine fehlerh. Variante zu   des   <LEND>     ¦ s. u.   7,a. <LE		
fgg. Ww.	8		1	0	0	1	             (vgl. 81).     <div n="v">— Vgl. die fgg. Ww. <LEND>     ¦ ( )   (nom.  , ved.    ) dass.      		
futt.	5		1	0	0	1	  <LEND>     ¦,        ;   3. pl. ved.; in beiden futt., im condit. und aor. auch act.   —   : auch im im		
geb.	4		1	0	0	1	 ¦,      ;        ;   ved.,   klass.      ;  ; in geb. Rede auch med. in der späteren Sprache:   u. s. w		
gebr.	5		1	0	0	1	>     ¦ (von 1.  )   <div n="1"> 1)    :     Bes. gebr. vom Feuer:  ; mit und ohne Beisatz von           		
geder.	6		1	0	0	1	-0072]   (med.).                               (  geder.).   (sc.  )                     (med.).   (  mit 		
gehör.	6		1	0	0	1	   Vgl.   . <div n="2">— b) N. pr. eines zu den   gehör. Volksstammes, welcher auf  , einen Sohn   u. Brud		
genit.	6		1	0	0	1	.   (v. l.  )     (  ),    );          ,         (genit.);   (                        Falsch sind die Form		
genitt.	7		1	0	0	1	) adv.                   öfters in Verbindung mit genitt. von    :                   auch mit    :       <d		
geogr.	6		2	0	1	1	              im   unter  .      <LEND>     ¦ ( ) geogr.   in   <LEND>     ¦ ( )    :     <LEND>     ¦ ( )		
gespr.	6		1	0	0	1	 Vgl.   . <LEND>     ¦   N. pr. einer     vgl.   (gespr.  ) in einer Inschr. in   eine Corruption von   . 		
gezwung.	8		1	0	0	1	                            u.s.w. (m. nur in der gezwung. Verbind.   :  )                       =     ( )  		
imperson.	9		1	0	0	1	         Ist hier etwa   zu lesen, oder ist   als imperson. wie   aufzufassen?    , indem er   und   in Gegen		
incomp.	7		1	0	0	1	div n="1"> 1)       <div n="2"> a)         Häufig incomp. mit dem Objecte:                                 		
instrans.	9		1	0	0	1	                                         pass.   (instrans.):             von Wunden        :                		
interrogatt.	12		1	0	0	1	                <div n="1">— 3) in Verbindung mit interrogatt.:                                           zerleg		
interrogg.	10		1	0	0	1	.   :   . In der klass. Sprache ist   ausser nach interrogg. nur noch nach   (s. d.) anzutreffen. <div n="1">—		
körperl.	8		1	0	0	1	 med.:         — part. pass.    :   (wohl von der körperl.  )                                               		
lang.	5		3	0	2	1	ich   genannt; er trägt grosse Blätter (8-16 Zoll lang.)                                 —               		
mannigf.	8		1	0	0	1	)     <div n="1">— 4)   oder  ; die Ergänzung ist mannigf. Art: <div n="2"> a) ein mit dem praed. congruiren		
math.	5		1	0	0	1	     ¦       <LEND>     ¦       <LEND>     ¦     (math.)   <LEND>     ¦         <LEND>     ¦   dass.   <L		
meton.	6		1	0	0	1	     <div n="2">— b)  :     <div n="2">— c)   und meton.                                               Am 		
metonym.	8		1	0	0	1	örung herbei.                   An beiden Stellen metonym. für                                              		
metronn.	8		1	0	0	1	 (im Gegens. zu  ).   Nach   bildet man von   die metronn.   und  , nach dem Schol. soll aber   in diesem Fa		
mitact.	7		1	0	0	1	              <div n="p">—   <div n="1"> 1)  :   (mitact. Bed.)              :     <div n="1">— 2)  :      		
mitfolg.	8		1	0	0	1	  ; s. u.   . <div n="2">— c) mit vorang. (selten mitfolg.) abl. <div n="3"> α)  , örtlich und übertr.:   ( 		
n. Chr.	7		1	0	0	1	er von   im ersten Drittel des 14ten Jahrhunderts n. Chr.   in der Einl. zu       in der Einl. zum   — Comm		
n. abstr.	9		1	0	0	1	. Davon nom. abstr.     und         <LEND>     ¦ (n. abstr. von  )       — vgl.   2,d. <LEND>     ¦ (von 1.  		
nachfolg.	9		1	0	0	1	  u.s.w.                       ( )    ,       mit nachfolg. relat.:             <div n="1">— 2) mit dem loc.:		
nom. abstract.	14		1	0	0	1	   im   <LEND>     ¦ (von  )       <LEND>     ¦   nom. abstract. von   partic. von   (2.  )     zu   <LEND>     ¦ 		
nom. ord.	9		1	0	0	1	     ,   mit dem instr.:         bildet mit einem nom. ord. ein comp.:   ( )         Gegens.   . <div n="2">—		
nom. ordin.	11		1	0	0	1	(1/2)             ( :  ). Dagegen       vor einem nom. ordin.  ,  . 3.                          ,  . 3,     16(		
nomm. antret.	13		1	0	0	1	   )       <div n="1"> 1) ein an Verbalwurzeln u. nomm. antret. adv. (praep.),   und   bezeichnend,   So ausgedeh		
num. ordin.	11		1	0	0	1	t:   (   )     (      Der instr.   wird mit einem num. ordin. componirt; eine solche Zusammensetzung entspricht		
oxyton.	7		1	0	0	1	              (sc.  )    ):     <div n="1">— 2)   oxyton. metron.     zu   <div n="2"> a)       <div n="2">		
parall.	7		1	0	0	1	     <LEND>     ¦ ( )       <LEND>     ¦ ( )     (parall.  )   <LEND>     ¦     <div n="1"> 1)  :          		
partit.	7		1	0	0	1	 , und                                   Mit gen. partit. der Sache                 —                 zu  ,		
porox.	6		1	0	0	1	n="1"> 1)       <div n="2"> a)  :                 porox.   (Gegens.  ).   <div n="2">— b)  :       : =   .		
posit.	6		1	0	0	1	    ¦       bei   <LEND>     ¦ (partic. von       posit. zu           Zu belegen nur der loc. und der acc.		
postp.	6		1	0	0	1	                    :             <div n="1">— 2) postp. Partikel mit versichernder Bedeutung  ; aber so a		
praepos.	8		1	0	0	1	. w.)  , wobei   in Bezug auf den Accent wie eine praepos. behandelt wird                         u.s.w.   =		
praeposs.	9		1	0	0	1	                                                  praeposs.           <div n="v">— Vgl.   . <LEND>     ¦ (von		
prim.	5		1	0	0	1	es   comp. dieselbe Form:           aber auch die prim. Form.:     —   :  ,   :  ,   :  ,   :  ,   :   . 		
